date,team,assists,ats margin,ats streak,biggest lead,blocks,conference,defensive rebounds,fast break points,field goals attempted,field goals made,fouls,free throws attempted,free throws made,game number,line,losses,margin,margin after the first,margin after the third,margin at the half,matchup losses,matchup wins,offensive rebounds,playoffs,points,points in the paint,position,rebounds,rest,season,steals,streak,team rebounds,three pointers attempted,three pointers made,total,turnovers,wins,o:team,o:assists,o:ats margin,o:ats streak,o:biggest lead,o:blocks,o:conference,o:defensive rebounds,o:fast break points,o:field goals attempted,o:field goals made,o:fouls,o:free throws attempted,o:free throws made,o:game number,o:line,o:losses,o:margin,o:margin after the first,o:margin after the third,o:margin at the half,o:matchup losses,o:matchup wins,o:offensive rebounds,o:playoffs,o:points,o:points in the paint,o:position,o:rebounds,o:rest,o:season,o:steals,o:streak,o:team rebounds,o:three pointers attempted,o:three pointers made,o:total,o:turnovers,o:wins
20121030,Lakers,24,-16.5,0,8,5,Western,31,7,77,38,21,31,12,1,-8.5,0,-8,4,-8,-2,0,0,15,0,91,56,0,46,0,2012,6,0,11,13,3,186.5,14,0,Mavericks,22,16.5,0,16,5,Western,31,13,85,40,25,18,14,1,8.5,0,8,-4,8,2,0,0,9,0,99,46,0,40,0,2012,9,0,10,15,5,186.5,11,0
20121030,Mavericks,22,16.5,0,16,5,Western,31,13,85,40,25,18,14,1,8.5,0,8,-4,8,2,0,0,9,0,99,46,0,40,0,2012,9,0,10,15,5,186.5,11,0,Lakers,24,-16.5,0,8,5,Western,31,7,77,38,21,31,12,1,-8.5,0,-8,4,-8,-2,0,0,15,0,91,56,0,46,0,2012,6,0,11,13,3,186.5,14,0
20121031,Bulls,21,-0.5,0,14,10,Eastern,32,14,79,33,19,33,25,1,-6.5,0,6,2,6,4,0,0,14,0,93,42,0,46,0,2012,8,0,10,9,2,189,18,0,Kings,14,0.5,0,4,5,Western,29,14,84,34,29,16,13,1,6.5,0,-6,-2,-6,-4,0,0,11,0,87,44,0,40,0,2012,10,0,11,17,6,189,19,0
20121031,Kings,14,0.5,0,4,5,Western,29,14,84,34,29,16,13,1,6.5,0,-6,-2,-6,-4,0,0,11,0,87,44,0,40,0,2012,10,0,11,17,6,189,19,0,Bulls,21,-0.5,0,14,10,Eastern,32,14,79,33,19,33,25,1,-6.5,0,6,2,6,4,0,0,14,0,93,42,0,46,0,2012,8,0,10,9,2,189,18,0
20121031,Clippers,25,5,0,12,9,Western,31,29,74,38,27,29,20,1,-4,0,9,2,-4,-4,0,0,8,0,101,52,0,39,0,2012,12,0,10,15,5,188,22,0,Grizzlies,24,-5,0,6,4,Western,27,11,86,33,25,30,24,1,4,0,-9,-2,4,4,0,0,17,0,92,44,0,44,0,2012,14,0,11,14,2,188,18,0
20121031,Grizzlies,24,-5,0,6,4,Western,27,11,86,33,25,30,24,1,4,0,-9,-2,4,4,0,0,17,0,92,44,0,44,0,2012,14,0,11,14,2,188,18,0,Clippers,25,5,0,12,9,Western,31,29,74,38,27,29,20,1,-4,0,9,2,-4,-4,0,0,8,0,101,52,0,39,0,2012,12,0,10,15,5,188,22,0
20121031,Pelicans,26,3,0,11,6,Western,34,19,80,35,20,23,21,1,7,0,-4,3,0,7,0,0,9,0,95,46,0,43,0,2012,7,0,4,17,4,189,13,0,Spurs,22,-3,0,9,8,Western,33,14,80,38,21,26,17,1,-7,0,4,-3,0,-7,0,0,10,0,99,52,0,43,0,2012,9,0,8,20,6,189,15,0
20121031,Spurs,22,-3,0,9,8,Western,33,14,80,38,21,26,17,1,-7,0,4,-3,0,-7,0,0,10,0,99,52,0,43,0,2012,9,0,8,20,6,189,15,0,Pelicans,26,3,0,11,6,Western,34,19,80,35,20,23,21,1,7,0,-4,3,0,7,0,0,9,0,95,46,0,43,0,2012,7,0,4,17,4,189,13,0
20121031,Jazz,24,10.5,0,20,8,Western,41,27,89,38,25,42,31,1,-8.5,0,19,-1,16,-8,0,0,20,0,113,44,0,61,0,2012,10,0,11,14,6,190,14,0,Mavericks,20,-10.5,1,8,5,Western,32,12,85,32,32,26,19,2,8.5,0,-19,1,-16,8,0,0,8,0,94,30,0,40,0,2012,8,1,10,22,11,190,16,1
20121031,Mavericks,20,-10.5,1,8,5,Western,32,12,85,32,32,26,19,2,8.5,0,-19,1,-16,8,0,0,8,0,94,30,0,40,0,2012,8,1,10,22,11,190,16,1,Jazz,24,10.5,0,20,8,Western,41,27,89,38,25,42,31,1,-8.5,0,19,-1,16,-8,0,0,20,0,113,44,0,61,0,2012,10,0,11,14,6,190,14,0
20121031,Pistons,21,-10.5,0,11,4,Eastern,26,12,79,35,15,26,20,1,-1.5,0,-9,-5,9,3,0,0,10,0,96,42,0,36,0,2012,12,0,7,16,6,192.5,16,0,Rockets,28,10.5,0,11,3,Western,33,13,79,39,24,23,17,1,1.5,0,9,5,-9,-3,0,0,12,0,105,50,0,45,0,2012,12,0,8,27,10,192.5,20,0
20121031,Rockets,28,10.5,0,11,3,Western,33,13,79,39,24,23,17,1,1.5,0,9,5,-9,-3,0,0,12,0,105,50,0,45,0,2012,12,0,8,27,10,192.5,20,0,Pistons,21,-10.5,0,11,4,Eastern,26,12,79,35,15,26,20,1,-1.5,0,-9,-5,9,3,0,0,10,0,96,42,0,36,0,2012,12,0,7,16,6,192.5,16,0
20121031,Raptors,18,0,0,11,8,Eastern,27,7,91,33,18,19,16,1,2,0,-2,-2,8,0,0,0,15,0,88,34,0,42,0,2012,12,0,12,17,6,188,10,0,Pacers,22,0,0,5,10,Eastern,37,8,78,37,16,16,11,1,-2,0,2,2,-8,0,0,0,9,0,90,44,0,46,0,2012,3,0,7,11,5,188,18,0
20121031,Pacers,22,0,0,5,10,Eastern,37,8,78,37,16,16,11,1,-2,0,2,2,-8,0,0,0,9,0,90,44,0,46,0,2012,3,0,7,11,5,188,18,0,Raptors,18,0,0,11,8,Eastern,27,7,91,33,18,19,16,1,2,0,-2,-2,8,0,0,0,15,0,88,34,0,42,0,2012,12,0,12,17,6,188,10,0
20121031,Seventysixers,18,8,0,14,11,Eastern,33,21,85,30,14,21,17,1,-1,0,9,3,13,8,0,0,14,0,84,26,0,47,0,2012,13,0,9,25,7,198.5,15,0,Nuggets,19,-8,0,3,5,Western,38,18,88,33,22,11,5,1,1,0,-9,-3,-13,-8,0,0,16,0,75,48,0,54,0,2012,9,0,10,18,4,198.5,20,0
20121031,Nuggets,19,-8,0,3,5,Western,38,18,88,33,22,11,5,1,1,0,-9,-3,-13,-8,0,0,16,0,75,48,0,54,0,2012,9,0,10,18,4,198.5,20,0,Seventysixers,18,8,0,14,11,Eastern,33,21,85,30,14,21,17,1,-1,0,9,3,13,8,0,0,14,0,84,26,0,47,0,2012,13,0,9,25,7,198.5,15,0
20121031,Suns,16,-4,0,8,12,Western,33,11,80,32,23,22,17,1,-2,0,-2,-4,2,-6,0,0,11,0,85,40,0,44,0,2012,10,0,11,21,4,200.5,18,0,Warriors,19,4,0,17,3,Western,32,11,86,33,20,23,16,1,2,0,2,4,-2,6,0,0,17,0,87,42,0,49,0,2012,9,0,9,17,5,200.5,18,0
20121031,Warriors,19,4,0,17,3,Western,32,11,86,33,20,23,16,1,2,0,2,4,-2,6,0,0,17,0,87,42,0,49,0,2012,9,0,9,17,5,200.5,18,0,Suns,16,-4,0,8,12,Western,33,11,80,32,23,22,17,1,-2,0,-2,-4,2,-6,0,0,11,0,85,40,0,44,0,2012,10,0,11,21,4,200.5,18,0
20121031,Trailblazers,19,12.5,0,19,5,Western,20,19,83,42,20,28,23,1,2.5,0,10,4,16,5,0,0,10,0,116,44,0,30,0,2012,10,0,6,20,9,191.5,12,0,Lakers,21,-12.5,-1,3,2,Western,30,6,72,36,29,32,26,2,-2.5,1,-10,-4,-16,-5,0,0,15,0,106,44,0,45,0,2012,6,-1,7,18,8,191.5,24,0
20121031,Lakers,21,-12.5,-1,3,2,Western,30,6,72,36,29,32,26,2,-2.5,1,-10,-4,-16,-5,0,0,15,0,106,44,0,45,0,2012,6,-1,7,18,8,191.5,24,0,Trailblazers,19,12.5,0,19,5,Western,20,19,83,42,20,28,23,1,2.5,0,10,4,16,5,0,0,10,0,116,44,0,30,0,2012,10,0,6,20,9,191.5,12,0
20121101,Spurs,27,-0.5,-1,10,4,Western,33,18,79,35,21,16,11,2,-2.5,0,2,-3,0,5,0,0,6,0,86,44,0,39,0,2012,9,1,9,19,5,202,13,1,Thunder,18,0.5,0,8,5,Western,36,6,77,29,20,23,19,1,2.5,0,-2,3,0,-5,0,0,12,0,84,24,0,48,0,2012,6,0,5,17,7,202,18,0
20121101,Thunder,18,0.5,0,8,5,Western,36,6,77,29,20,23,19,1,2.5,0,-2,3,0,-5,0,0,12,0,84,24,0,48,0,2012,6,0,5,17,7,202,18,0,Spurs,27,-0.5,-1,10,4,Western,33,18,79,35,21,16,11,2,-2.5,0,2,-3,0,5,0,0,6,0,86,44,0,39,0,2012,9,1,9,19,5,202,13,1
20121102,Hornets,18,7.5,0,9,9,Eastern,31,21,85,31,23,24,21,1,6.5,0,1,-3,4,-4,0,0,10,0,90,24,0,41,0,2012,10,0,6,19,7,183.5,10,0,Pacers,19,-7.5,0,9,5,Eastern,38,17,83,33,16,27,16,2,-6.5,0,-1,3,-4,4,0,0,14,0,89,44,0,52,1,2012,5,1,19,26,7,183.5,17,1
20121102,Pacers,19,-7.5,0,9,5,Eastern,38,17,83,33,16,27,16,2,-6.5,0,-1,3,-4,4,0,0,14,0,89,44,0,52,1,2012,5,1,19,26,7,183.5,17,1,Hornets,18,7.5,0,9,9,Eastern,31,21,85,31,23,24,21,1,6.5,0,1,-3,4,-4,0,0,10,0,90,24,0,41,0,2012,10,0,6,19,7,183.5,10,0
20121102,Cavaliers,23,-26,1,0,1,Eastern,22,11,79,32,25,27,14,2,3,0,-29,-16,-27,-25,0,0,11,0,86,36,0,33,2,2012,7,1,11,20,8,184,17,1,Bulls,34,26,-1,31,4,Eastern,36,15,69,44,21,30,23,2,-3,0,29,16,27,25,0,0,5,0,115,48,0,41,1,2012,7,1,7,10,4,184,17,1
20121102,Bulls,34,26,-1,31,4,Eastern,36,15,69,44,21,30,23,2,-3,0,29,16,27,25,0,0,5,0,115,48,0,41,1,2012,7,1,7,10,4,184,17,1,Cavaliers,23,-26,1,0,1,Eastern,22,11,79,32,25,27,14,2,3,0,-29,-16,-27,-25,0,0,11,0,86,36,0,33,2,2012,7,1,11,20,8,184,17,1
20121102,Celtics,22,-18,-1,2,4,Eastern,30,17,74,33,18,21,17,2,-7,1,-11,-7,-18,-16,0,0,6,0,88,36,0,36,2,2012,9,-1,5,14,5,196,18,0,Bucks,26,18,0,22,5,Eastern,35,16,86,40,17,12,11,1,7,0,11,7,18,16,0,0,11,0,99,52,0,46,0,2012,12,0,5,18,8,196,18,0
20121102,Bucks,26,18,0,22,5,Eastern,35,16,86,40,17,12,11,1,7,0,11,7,18,16,0,0,11,0,99,52,0,46,0,2012,12,0,5,18,8,196,18,0,Celtics,22,-18,-1,2,4,Eastern,30,17,74,33,18,21,17,2,-7,1,-11,-7,-18,-16,0,0,6,0,88,36,0,36,2,2012,9,-1,5,14,5,196,18,0
20121102,Hawks,23,-12.5,0,6,4,Eastern,29,33,85,40,26,17,15,1,-5.5,0,-7,-7,-7,-9,0,0,7,0,102,56,0,36,0,2012,12,0,1,22,7,203,13,0,Rockets,22,12.5,1,16,2,Western,35,18,90,38,18,29,25,2,5.5,0,7,7,7,9,0,0,23,0,109,50,0,58,1,2012,8,1,8,30,8,203,21,1
20121102,Rockets,22,12.5,1,16,2,Western,35,18,90,38,18,29,25,2,5.5,0,7,7,7,9,0,0,23,0,109,50,0,58,1,2012,8,1,8,30,8,203,21,1,Hawks,23,-12.5,0,6,4,Eastern,29,33,85,40,26,17,15,1,-5.5,0,-7,-7,-7,-9,0,0,7,0,102,56,0,36,0,2012,12,0,1,22,7,203,13,0
20121102,Pelicans,23,5.5,1,7,4,Western,30,14,81,37,16,14,9,2,3.5,1,2,0,4,-1,0,0,12,0,88,56,0,42,1,2012,7,-1,8,14,5,189.5,12,0,Jazz,19,-5.5,1,4,6,Western,28,16,85,35,21,12,6,2,-3.5,0,-2,0,-4,1,0,0,16,0,86,36,0,44,1,2012,7,1,11,28,10,189.5,14,1
20121102,Jazz,19,-5.5,1,4,6,Western,28,16,85,35,21,12,6,2,-3.5,0,-2,0,-4,1,0,0,16,0,86,36,0,44,1,2012,7,1,11,28,10,189.5,14,1,Pelicans,23,5.5,1,7,4,Western,30,14,81,37,16,14,9,2,3.5,1,2,0,4,-1,0,0,12,0,88,56,0,42,1,2012,7,-1,8,14,5,189.5,12,0
20121102,Knicks,27,26,0,23,0,Eastern,28,9,84,36,22,15,13,1,6,0,20,16,18,11,0,0,13,0,104,22,0,41,0,2012,10,0,3,36,19,198,12,0,Heat,18,-26,1,0,5,Eastern,34,10,71,33,18,13,11,2,-6,0,-20,-16,-18,-11,0,0,7,0,84,36,0,41,2,2012,4,1,5,20,7,198,21,1
20121102,Heat,18,-26,1,0,5,Eastern,34,10,71,33,18,13,11,2,-6,0,-20,-16,-18,-11,0,0,7,0,84,36,0,41,2,2012,4,1,5,20,7,198,21,1,Knicks,27,26,0,23,0,Eastern,28,9,84,36,22,15,13,1,6,0,20,16,18,11,0,0,13,0,104,22,0,41,0,2012,10,0,3,36,19,198,12,0
20121102,Lakers,15,-8.5,-2,1,7,Western,31,10,68,34,23,28,20,3,1.5,2,-10,-5,-15,-5,0,0,7,0,95,46,0,38,1,2012,7,-2,10,16,7,191,20,0,Clippers,24,8.5,1,16,4,Western,28,21,84,38,26,27,21,2,-1.5,0,10,5,15,5,0,0,9,0,105,42,0,37,1,2012,12,1,9,22,8,191,11,1
20121102,Clippers,24,8.5,1,16,4,Western,28,21,84,38,26,27,21,2,-1.5,0,10,5,15,5,0,0,9,0,105,42,0,37,1,2012,12,1,9,22,8,191,11,1,Lakers,15,-8.5,-2,1,7,Western,31,10,68,34,23,28,20,3,1.5,2,-10,-5,-15,-5,0,0,7,0,95,46,0,38,1,2012,7,-2,10,16,7,191,20,0
20121102,Magic,24,19,0,23,8,Eastern,35,15,86,42,24,18,13,1,6,0,13,11,10,21,0,0,11,0,102,60,0,46,0,2012,8,0,10,15,5,197,11,0,Nuggets,22,-19,-1,3,5,Western,30,8,84,32,17,27,18,2,-6,1,-13,-11,-10,-21,0,0,15,0,89,36,0,45,1,2012,5,-1,9,26,7,197,14,0
20121102,Nuggets,22,-19,-1,3,5,Western,30,8,84,32,17,27,18,2,-6,1,-13,-11,-10,-21,0,0,15,0,89,36,0,45,1,2012,5,-1,9,26,7,197,14,0,Magic,24,19,0,23,8,Eastern,35,15,86,42,24,18,13,1,6,0,13,11,10,21,0,0,11,0,102,60,0,46,0,2012,8,0,10,15,5,197,11,0
20121102,Suns,15,-1.5,-1,11,5,Western,37,3,92,40,20,14,10,2,-4.5,1,3,-4,8,8,0,0,15,0,92,48,0,52,1,2012,6,-1,15,11,2,193.5,12,0,Pistons,20,1.5,-1,11,5,Eastern,29,2,90,37,19,19,11,2,4.5,1,-3,4,-8,-8,0,0,10,0,89,46,0,39,1,2012,2,-1,11,13,4,193.5,9,0
20121102,Pistons,20,1.5,-1,11,5,Eastern,29,2,90,37,19,19,11,2,4.5,1,-3,4,-8,-8,0,0,10,0,89,46,0,39,1,2012,2,-1,11,13,4,193.5,9,0,Suns,15,-1.5,-1,11,5,Western,37,3,92,40,20,14,10,2,-4.5,1,3,-4,8,8,0,0,15,0,92,48,0,52,1,2012,6,-1,15,11,2,193.5,12,0
20121102,Thunder,18,5.5,1,16,10,Western,39,23,76,39,22,32,23,2,-8.5,1,14,5,8,7,0,0,8,0,106,44,0,47,0,2012,2,-1,5,9,5,203.5,12,0,Trailblazers,17,-5.5,1,5,0,Western,33,6,89,32,25,24,19,2,8.5,0,-14,-5,-8,-7,0,0,11,0,92,24,0,44,1,2012,4,1,12,26,9,203.5,11,1
20121102,Trailblazers,17,-5.5,1,5,0,Western,33,6,89,32,25,24,19,2,8.5,0,-14,-5,-8,-7,0,0,11,0,92,24,0,44,1,2012,4,1,12,26,9,203.5,11,1,Thunder,18,5.5,1,16,10,Western,39,23,76,39,22,32,23,2,-8.5,1,14,5,8,7,0,0,8,0,106,44,0,47,0,2012,2,-1,5,9,5,203.5,12,0
20121102,Timberwolves,17,9,0,18,10,Western,36,20,87,32,17,36,26,1,-3,0,12,10,5,9,0,0,17,0,92,52,0,53,0,2012,4,0,16,17,2,195,11,0,Kings,17,-9,1,5,4,Western,32,19,89,32,34,16,13,2,3,1,-12,-10,-5,-9,0,0,11,0,80,42,0,43,1,2012,7,-1,13,16,3,195,11,0
20121102,Kings,17,-9,1,5,4,Western,32,19,89,32,34,16,13,2,3,1,-12,-10,-5,-9,0,0,11,0,80,42,0,43,1,2012,7,-1,13,16,3,195,11,0,Timberwolves,17,9,0,18,10,Western,36,20,87,32,17,36,26,1,-3,0,12,10,5,9,0,0,17,0,92,52,0,53,0,2012,4,0,16,17,2,195,11,0
20121102,Warriors,21,-9,1,2,5,Western,27,8,80,36,24,17,12,2,1,0,-10,-8,-12,-4,0,0,9,0,94,30,0,36,1,2012,5,1,12,20,10,192.5,18,1,Grizzlies,22,9,-1,14,4,Western,31,14,77,35,22,34,28,2,-1,1,10,8,12,4,0,0,9,0,104,42,0,40,1,2012,9,-1,9,13,6,192.5,13,0
20121102,Grizzlies,22,9,-1,14,4,Western,31,14,77,35,22,34,28,2,-1,1,10,8,12,4,0,0,9,0,104,42,0,40,1,2012,9,-1,9,13,6,192.5,13,0,Warriors,21,-9,1,2,5,Western,27,8,80,36,24,17,12,2,1,0,-10,-8,-12,-4,0,0,9,0,94,30,0,36,1,2012,5,1,12,20,10,192.5,18,1
20121103,Bucks,32,-4,1,13,9,Eastern,34,15,79,41,18,21,14,2,-7,0,3,-4,-3,6,0,0,3,0,105,34,0,37,0,2012,8,1,11,24,9,196.5,15,1,Cavaliers,19,4,-1,12,0,Eastern,33,22,83,39,21,29,18,3,7,1,-3,4,3,-6,0,0,9,0,102,40,0,42,0,2012,9,-1,10,16,6,196.5,15,1
20121103,Cavaliers,19,4,-1,12,0,Eastern,33,22,83,39,21,29,18,3,7,1,-3,4,3,-6,0,0,9,0,102,40,0,42,0,2012,9,-1,10,16,6,196.5,15,1,Bucks,32,-4,1,13,9,Eastern,34,15,79,41,18,21,14,2,-7,0,3,-4,-3,6,0,0,3,0,105,34,0,37,0,2012,8,1,11,24,9,196.5,15,1
20121103,Bulls,21,-16.5,1,7,6,Eastern,26,21,88,29,20,25,21,3,-9.5,0,-7,-3,-6,-2,0,0,15,0,82,38,0,41,0,2012,11,2,14,17,3,184.5,12,2,Pelicans,13,16.5,2,10,9,Western,35,17,75,32,21,23,20,3,9.5,1,7,3,6,2,0,0,9,0,89,32,0,44,0,2012,7,1,10,18,5,184.5,16,1
20121103,Pelicans,13,16.5,2,10,9,Western,35,17,75,32,21,23,20,3,9.5,1,7,3,6,2,0,0,9,0,89,32,0,44,0,2012,7,1,10,18,5,184.5,16,1,Bulls,21,-16.5,1,7,6,Eastern,26,21,88,29,20,25,21,3,-9.5,0,-7,-3,-6,-2,0,0,15,0,82,38,0,41,0,2012,11,2,14,17,3,184.5,12,2
20121103,Clippers,21,-12.5,2,0,5,Western,26,16,70,30,31,52,40,3,-8.5,0,-4,-9,-6,-4,0,0,7,0,110,32,0,33,0,2012,6,2,14,21,10,196,16,2,Warriors,22,12.5,-1,14,2,Western,32,14,84,41,34,39,28,3,8.5,1,4,9,6,4,0,0,16,0,114,48,0,48,0,2012,7,-1,11,16,4,196,13,1
20121103,Warriors,22,12.5,-1,14,2,Western,32,14,84,41,34,39,28,3,8.5,1,4,9,6,4,0,0,16,0,114,48,0,48,0,2012,7,-1,11,16,4,196,13,1,Clippers,21,-12.5,2,0,5,Western,26,16,70,30,31,52,40,3,-8.5,0,-4,-9,-6,-4,0,0,7,0,110,32,0,33,0,2012,6,2,14,21,10,196,16,2
20121103,Heat,26,-5.5,-1,6,8,Eastern,25,14,83,43,16,27,23,3,-8.5,1,3,1,-4,-2,0,0,7,0,119,40,0,32,0,2012,9,-1,5,25,10,201,8,1,Nuggets,13,5.5,-2,8,3,Western,29,6,95,49,21,20,13,3,8.5,2,-3,-1,4,2,0,0,18,0,116,72,0,47,0,2012,5,-2,13,21,5,201,13,0
20121103,Nuggets,13,5.5,-2,8,3,Western,29,6,95,49,21,20,13,3,8.5,2,-3,-1,4,2,0,0,18,0,116,72,0,47,0,2012,5,-2,13,21,5,201,13,0,Heat,26,-5.5,-1,6,8,Eastern,25,14,83,43,16,27,23,3,-8.5,1,3,1,-4,-2,0,0,7,0,119,40,0,32,0,2012,9,-1,5,25,10,201,8,1
20121103,Mavericks,31,17,-1,29,7,Western,35,16,80,49,23,15,12,3,-10,1,27,12,16,8,0,0,8,0,126,50,0,43,2,2012,6,-1,5,25,16,187,22,1,Hornets,19,-17,1,3,2,Eastern,23,12,91,39,14,24,18,2,10,0,-27,-12,-16,-8,0,0,15,0,99,44,0,38,0,2012,13,1,6,17,3,187,10,1
20121103,Hornets,19,-17,1,3,2,Eastern,23,12,91,39,14,24,18,2,10,0,-27,-12,-16,-8,0,0,15,0,99,44,0,38,0,2012,13,1,6,17,3,187,10,1,Mavericks,31,17,-1,29,7,Western,35,16,80,49,23,15,12,3,-10,1,27,12,16,8,0,0,8,0,126,50,0,43,2,2012,6,-1,5,25,16,187,22,1
20121103,Nets,20,1.5,0,14,5,Eastern,32,21,81,37,19,37,27,1,-5.5,0,7,-8,6,8,0,0,9,0,107,52,0,41,0,2012,6,0,18,15,6,194,17,0,Raptors,23,-1.5,0,10,5,Eastern,27,14,82,37,31,25,19,2,5.5,1,-7,8,-6,-8,0,0,10,0,100,34,0,37,2,2012,8,-1,9,18,7,194,14,0
20121103,Raptors,23,-1.5,0,10,5,Eastern,27,14,82,37,31,25,19,2,5.5,1,-7,8,-6,-8,0,0,10,0,100,34,0,37,2,2012,8,-1,9,18,7,194,14,0,Nets,20,1.5,0,14,5,Eastern,32,21,81,37,19,37,27,1,-5.5,0,7,-8,6,8,0,0,9,0,107,52,0,41,0,2012,6,0,18,15,6,194,17,0
20121103,Pacers,16,0,-1,14,14,Eastern,46,12,99,39,19,27,24,3,-8,1,8,-6,8,14,0,0,21,0,106,46,0,67,0,2012,10,-1,10,22,4,190.5,21,1,Kings,19,0,-1,8,13,Western,31,14,102,37,26,20,16,3,8,2,-8,6,-8,-14,0,0,16,0,98,40,0,47,0,2012,15,-2,8,22,8,190.5,16,0
20121103,Kings,19,0,-1,8,13,Western,31,14,102,37,26,20,16,3,8,2,-8,6,-8,-14,0,0,16,0,98,40,0,47,0,2012,15,-2,8,22,8,190.5,16,0,Pacers,16,0,-1,14,14,Eastern,46,12,99,39,19,27,24,3,-8,1,8,-6,8,14,0,0,21,0,106,46,0,67,0,2012,10,-1,10,22,4,190.5,21,1
20121103,Rockets,19,-15.5,2,12,4,Western,40,18,96,34,16,18,12,3,-5.5,0,-10,2,-1,8,0,0,16,0,85,48,0,56,0,2012,12,2,9,26,5,204,18,2,Trailblazers,28,15.5,-1,10,8,Western,43,9,93,39,18,12,7,3,5.5,1,10,-2,1,-8,0,0,10,0,95,38,0,53,0,2012,11,-1,9,24,10,204,16,1
20121103,Trailblazers,28,15.5,-1,10,8,Western,43,9,93,39,18,12,7,3,5.5,1,10,-2,1,-8,0,0,10,0,95,38,0,53,0,2012,11,-1,9,24,10,204,16,1,Rockets,19,-15.5,2,12,4,Western,40,18,96,34,16,18,12,3,-5.5,0,-10,2,-1,8,0,0,16,0,85,48,0,56,0,2012,12,2,9,26,5,204,18,2
20121103,Spurs,29,2.5,-2,19,6,Western,26,8,74,42,18,23,19,3,-7.5,0,10,11,0,18,0,0,7,0,110,44,0,33,1,2012,8,2,8,13,7,200,18,2,Jazz,17,-2.5,-1,0,7,Western,23,15,77,38,22,22,19,3,7.5,1,-10,-11,0,-18,0,0,9,0,100,38,0,32,0,2012,11,-1,5,13,5,200,16,1
20121103,Jazz,17,-2.5,-1,0,7,Western,23,15,77,38,22,22,19,3,7.5,1,-10,-11,0,-18,0,0,9,0,100,38,0,32,0,2012,11,-1,5,13,5,200,16,1,Spurs,29,2.5,-2,19,6,Western,26,8,74,42,18,23,19,3,-7.5,0,10,11,0,18,0,0,7,0,110,44,0,33,1,2012,8,2,8,13,7,200,18,2
20121103,Wizards,20,2.5,-1,2,4,Eastern,39,17,78,34,14,17,12,2,5.5,1,-3,-14,-4,-7,0,0,7,0,86,32,0,46,3,2012,7,-1,11,20,6,191,15,0,Celtics,24,-2.5,-2,16,4,Eastern,29,11,84,36,12,13,9,3,-5.5,2,3,14,4,7,0,0,6,0,89,26,0,35,0,2012,8,-2,9,21,8,191,9,0
20121103,Celtics,24,-2.5,-2,16,4,Eastern,29,11,84,36,12,13,9,3,-5.5,2,3,14,4,7,0,0,6,0,89,26,0,35,0,2012,8,-2,9,21,8,191,9,0,Wizards,20,2.5,-1,2,4,Eastern,39,17,78,34,14,17,12,2,5.5,1,-3,-14,-4,-7,0,0,7,0,86,32,0,46,3,2012,7,-1,11,20,6,191,15,0
20121104,Knicks,18,12,1,17,5,Eastern,31,4,77,39,10,18,11,2,-4,0,16,6,9,13,0,0,8,0,100,36,0,39,1,2012,12,1,9,27,11,187.5,14,1,Seventysixers,14,-12,1,2,2,Eastern,31,2,79,34,18,10,8,2,4,0,-16,-6,-9,-13,0,0,10,0,84,38,0,41,3,2012,8,1,3,17,8,187.5,18,1
20121104,Seventysixers,14,-12,1,2,2,Eastern,31,2,79,34,18,10,8,2,4,0,-16,-6,-9,-13,0,0,10,0,84,38,0,41,3,2012,8,1,3,17,8,187.5,18,1,Knicks,18,12,1,17,5,Eastern,31,4,77,39,10,18,11,2,-4,0,16,6,9,13,0,0,8,0,100,36,0,39,1,2012,12,1,9,27,11,187.5,14,1
20121104,Lakers,27,21,-3,36,8,Western,30,11,77,40,20,26,18,4,-8,3,29,21,31,28,0,0,16,0,108,56,0,46,1,2012,11,-3,8,22,10,190,15,0,Pistons,19,-21,1,0,5,Eastern,20,12,79,28,20,23,19,3,8,2,-29,-21,-31,-28,0,0,13,0,79,34,0,33,1,2012,5,-2,13,13,4,190,16,0
20121104,Pistons,19,-21,1,0,5,Eastern,20,12,79,28,20,23,19,3,8,2,-29,-21,-31,-28,0,0,13,0,79,34,0,33,1,2012,5,-2,13,13,4,190,16,0,Lakers,27,21,-3,36,8,Western,30,11,77,40,20,26,18,4,-8,3,29,21,31,28,0,0,16,0,108,56,0,46,1,2012,11,-3,8,22,10,190,15,0
20121104,Magic,26,19.5,1,21,1,Eastern,33,13,92,45,17,19,16,2,-1.5,0,21,-7,10,-10,0,0,13,0,115,48,0,46,1,2012,7,1,8,11,9,193,10,1,Suns,19,-19.5,-2,14,10,Western,28,9,91,39,17,18,11,3,1.5,1,-21,7,-10,10,0,0,17,0,94,38,0,45,1,2012,3,1,10,19,5,193,16,1
20121104,Suns,19,-19.5,-2,14,10,Western,28,9,91,39,17,18,11,3,1.5,1,-21,7,-10,10,0,0,17,0,94,38,0,45,1,2012,3,1,10,19,5,193,16,1,Magic,26,19.5,1,21,1,Eastern,33,13,92,45,17,19,16,2,-1.5,0,21,-7,10,-10,0,0,13,0,115,48,0,46,1,2012,7,1,8,11,9,193,10,1
20121104,Raptors,18,16,-1,20,3,Eastern,23,9,90,40,24,17,15,3,-3,2,19,1,6,9,0,0,16,0,105,38,0,39,0,2012,9,-2,8,21,10,189,11,0,Timberwolves,18,-16,1,4,8,Western,28,11,64,29,17,31,22,2,3,0,-19,-1,-6,-9,0,0,8,0,86,32,0,36,1,2012,8,1,13,16,6,189,24,1
