date,team,assists,ats margin,ats streak,biggest lead,blocks,conference,defensive rebounds,fast break points,field goals attempted,field goals made,fouls,free throws attempted,free throws made,game number,line,losses,margin,margin after the first,margin after the third,margin at the half,matchup losses,matchup wins,offensive rebounds,playoffs,points,points in the paint,position,rebounds,rest,season,steals,streak,team rebounds,three pointers attempted,three pointers made,total,turnovers,wins,o:team,o:assists,o:ats margin,o:ats streak,o:biggest lead,o:blocks,o:conference,o:defensive rebounds,o:fast break points,o:field goals attempted,o:field goals made,o:fouls,o:free throws attempted,o:free throws made,o:game number,o:line,o:losses,o:margin,o:margin after the first,o:margin after the third,o:margin at the half,o:matchup losses,o:matchup wins,o:offensive rebounds,o:playoffs,o:points,o:points in the paint,o:position,o:rebounds,o:rest,o:season,o:steals,o:streak,o:team rebounds,o:three pointers attempted,o:three pointers made,o:total,o:turnovers,o:wins
20131202,Pacers,25,-5,4,9,2,Eastern,33,14,88,39,28,17,15,18,-1,1,-4,3,0,1,0,0,9,0,102,30,0,42,0,2013,9,7,9,22,9,191.5,15,16,Trailblazers,17,5,1,8,4,Western,34,6,76,36,20,33,29,18,1,3,4,-3,0,-1,0,0,6,0,106,26,0,40,0,2013,3,1,4,13,5,191.5,14,14
20131202,Wizards,21,11,1,21,4,Eastern,35,13,73,33,22,29,23,18,-7,9,18,0,14,11,0,0,7,0,98,26,0,42,1,2013,5,1,9,13,9,194,17,8,Magic,14,-11,-1,5,4,Eastern,31,11,77,30,24,19,17,17,7,10,-18,0,-14,-11,0,0,9,0,80,30,0,40,2,2013,9,-1,4,15,3,194,16,6
20131202,Magic,14,-11,-1,5,4,Eastern,31,11,77,30,24,19,17,17,7,10,-18,0,-14,-11,0,0,9,0,80,30,0,40,2,2013,9,-1,4,15,3,194,16,6,Wizards,21,11,1,21,4,Eastern,35,13,73,33,22,29,23,18,-7,9,18,0,14,11,0,0,7,0,98,26,0,42,1,2013,5,1,9,13,9,194,17,8
20131203,Celtics,20,0.5,-1,15,4,Eastern,29,10,77,38,23,27,21,20,-7.5,12,8,5,6,7,2,0,11,0,108,36,0,40,2,2013,7,-1,9,24,11,185.5,12,7,Bucks,21,-0.5,1,2,6,Eastern,25,14,78,37,17,21,18,17,7.5,13,-8,-5,-6,-7,0,2,8,0,100,40,0,33,2,2013,4,1,7,18,8,185.5,12,3
20131203,Bucks,21,-0.5,1,2,6,Eastern,25,14,78,37,17,21,18,17,7.5,13,-8,-5,-6,-7,0,2,8,0,100,40,0,33,2,2013,4,1,7,18,8,185.5,12,3,Celtics,20,0.5,-1,15,4,Eastern,29,10,77,38,23,27,21,20,-7.5,12,8,5,6,7,2,0,11,0,108,36,0,40,2,2013,7,-1,9,24,11,185.5,12,7
20131203,Grizzlies,26,16,-1,21,7,Western,31,4,84,46,19,21,13,17,-3,8,19,4,8,-8,0,0,12,0,110,56,0,43,2,2013,7,-1,9,14,5,191.5,8,8,Suns,22,-16,-1,10,5,Western,27,14,87,37,17,15,10,18,3,8,-19,-4,-8,8,0,0,14,0,91,36,0,41,2,2013,4,-1,8,29,7,191.5,14,9
20131203,Suns,22,-16,-1,10,5,Western,27,14,87,37,17,15,10,18,3,8,-19,-4,-8,8,0,0,14,0,91,36,0,41,2,2013,4,-1,8,29,7,191.5,14,9,Grizzlies,26,16,-1,21,7,Western,31,4,84,46,19,21,13,17,-3,8,19,4,8,-8,0,0,12,0,110,56,0,43,2,2013,7,-1,9,14,5,191.5,8,8
20131203,Heat,19,-19.5,-1,2,3,Eastern,21,12,82,36,18,23,16,18,-9.5,3,-10,-10,-14,-11,0,0,13,0,97,48,0,34,1,2013,12,10,8,28,9,200,19,14,Pistons,21,19.5,1,18,5,Eastern,33,15,80,41,19,26,18,18,9.5,10,10,10,14,11,0,0,13,0,107,60,0,46,1,2013,11,1,12,16,7,200,18,7
20131203,Pistons,21,19.5,1,18,5,Eastern,33,15,80,41,19,26,18,18,9.5,10,10,10,14,11,0,0,13,0,107,60,0,46,1,2013,11,1,12,16,7,200,18,7,Heat,19,-19.5,-1,2,3,Eastern,21,12,82,36,18,23,16,18,-9.5,3,-10,-10,-14,-11,0,0,13,0,97,48,0,34,1,2013,12,10,8,28,9,200,19,14
20131203,Kings,24,4.5,1,12,5,Western,28,13,89,35,18,19,15,16,6.5,11,-2,12,-13,-3,0,0,13,0,95,26,0,41,1,2013,9,-4,5,29,10,203.5,8,4,Thunder,21,-4.5,1,17,5,Western,37,6,83,36,20,20,18,16,-6.5,3,2,-12,13,3,0,0,10,0,97,40,0,47,1,2013,5,7,14,20,7,203.5,15,12
20131203,Thunder,21,-4.5,1,17,5,Western,37,6,83,36,20,20,18,16,-6.5,3,2,-12,13,3,0,0,10,0,97,40,0,47,1,2013,5,7,14,20,7,203.5,15,12,Kings,24,4.5,1,12,5,Western,28,13,89,35,18,19,15,16,6.5,11,-2,12,-13,-3,0,0,13,0,95,26,0,41,1,2013,9,-4,5,29,10,203.5,8,4
20131203,Mavericks,16,-1,-2,7,3,Western,38,11,82,33,18,17,15,19,-8,8,7,4,-7,-3,0,0,7,0,89,30,0,45,2,2013,3,-2,3,21,8,194.5,9,10,Hornets,11,1,2,12,4,Eastern,40,9,78,30,18,25,19,19,8,10,-7,-4,7,3,0,0,10,0,82,38,0,50,1,2013,5,-1,7,17,3,194.5,10,8
20131203,Hornets,11,1,2,12,4,Eastern,40,9,78,30,18,25,19,19,8,10,-7,-4,7,3,0,0,10,0,82,38,0,50,1,2013,5,-1,7,17,3,194.5,10,8,Mavericks,16,-1,-2,7,3,Western,38,11,82,33,18,17,15,19,-8,8,7,4,-7,-3,0,0,7,0,89,30,0,45,2,2013,3,-2,3,21,8,194.5,9,10
20131203,Nets,15,-20,1,8,4,Eastern,26,16,75,30,19,34,25,18,4,12,-24,2,-24,-8,0,0,11,0,87,48,0,37,2,2013,7,1,4,16,2,203.5,11,5,Nuggets,23,20,1,28,7,Western,39,15,85,43,23,28,18,17,-4,6,24,-2,24,8,0,0,17,0,111,50,0,56,1,2013,7,6,9,18,7,203.5,10,10
20131203,Nuggets,23,20,1,28,7,Western,39,15,85,43,23,28,18,17,-4,6,24,-2,24,8,0,0,17,0,111,50,0,56,1,2013,7,6,9,18,7,203.5,10,10,Nets,15,-20,1,8,4,Eastern,26,16,75,30,19,34,25,18,4,12,-24,2,-24,-8,0,0,11,0,87,48,0,37,2,2013,7,1,4,16,2,203.5,11,5
20131203,Seventysixers,20,-2.5,-3,11,4,Eastern,36,18,96,46,27,33,23,19,-3.5,12,1,-5,5,1,1,0,20,0,126,58,0,56,1,2013,10,-4,12,29,11,208,23,6,Magic,28,2.5,-2,9,3,Eastern,26,11,94,47,27,32,25,18,3.5,11,-1,5,-5,-1,0,1,8,0,125,38,0,34,0,2013,13,-2,12,26,6,208,18,6
20131203,Magic,28,2.5,-2,9,3,Eastern,26,11,94,47,27,32,25,18,3.5,11,-1,5,-5,-1,0,1,8,0,125,38,0,34,0,2013,13,-2,12,26,6,208,18,6,Seventysixers,20,-2.5,-3,11,4,Eastern,36,18,96,46,27,33,23,19,-3.5,12,1,-5,5,1,1,0,20,0,126,58,0,56,1,2013,10,-4,12,29,11,208,23,6
20131203,Warriors,27,1,-1,9,2,Western,27,16,79,40,16,25,20,19,-8,8,9,-17,-18,-17,0,0,9,0,112,46,0,36,1,2013,11,1,5,29,12,201,12,10,Raptors,17,-1,-3,27,2,Eastern,29,8,77,40,25,18,15,17,8,10,-9,17,18,17,0,0,9,0,103,42,0,38,1,2013,6,-3,5,20,8,201,18,6
20131203,Raptors,17,-1,-3,27,2,Eastern,29,8,77,40,25,18,15,17,8,10,-9,17,18,17,0,0,9,0,103,42,0,38,1,2013,6,-3,5,20,8,201,18,6,Warriors,27,1,-1,9,2,Western,27,16,79,40,16,25,20,19,-8,8,9,-17,-18,-17,0,0,9,0,112,46,0,36,1,2013,11,1,5,29,12,201,12,10
20131204,Bucks,25,-2.5,-1,7,13,Eastern,28,22,91,36,29,22,17,18,4.5,14,-7,-7,-13,5,1,0,15,0,98,46,0,43,0,2013,10,-1,9,27,9,192.5,17,3,Pistons,21,2.5,2,15,11,Eastern,34,15,86,33,21,42,32,19,-4.5,10,7,7,13,-5,0,1,21,0,105,48,0,55,0,2013,7,2,16,21,7,192.5,15,8
20131204,Pistons,21,2.5,2,15,11,Eastern,34,15,86,33,21,42,32,19,-4.5,10,7,7,13,-5,0,1,21,0,105,48,0,55,0,2013,7,2,16,21,7,192.5,15,8,Bucks,25,-2.5,-1,7,13,Eastern,28,22,91,36,29,22,17,18,4.5,14,-7,-7,-13,5,1,0,15,0,98,46,0,43,0,2013,10,-1,9,27,9,192.5,17,3
20131204,Cavaliers,20,14,1,13,13,Eastern,38,9,91,37,10,24,19,18,4,12,10,7,6,4,0,0,20,0,98,42,0,58,3,2013,6,1,12,14,5,201,12,5,Nuggets,27,-14,2,3,8,Western,28,12,92,36,22,13,10,18,-4,6,-10,-7,-6,-4,0,0,15,0,88,46,0,43,0,2013,6,7,5,23,6,201,11,11
20131204,Nuggets,27,-14,2,3,8,Western,28,12,92,36,22,13,10,18,-4,6,-10,-7,-6,-4,0,0,15,0,88,46,0,43,0,2013,6,7,5,23,6,201,11,11,Cavaliers,20,14,1,13,13,Eastern,38,9,91,37,10,24,19,18,4,12,10,7,6,4,0,0,20,0,98,42,0,58,3,2013,6,1,12,14,5,201,12,5
20131204,Hawks,28,12.5,1,17,4,Eastern,32,8,82,42,22,16,11,20,2.5,10,10,8,9,11,0,0,8,0,107,38,0,40,1,2013,4,-2,8,23,12,203,11,9,Clippers,22,-12.5,-1,2,2,Western,29,6,83,39,16,20,15,19,-2.5,6,-10,-8,-9,-11,0,0,7,0,97,38,0,36,2,2013,4,-1,10,19,4,203,12,12
20131204,Clippers,22,-12.5,-1,2,2,Western,29,6,83,39,16,20,15,19,-2.5,6,-10,-8,-9,-11,0,0,7,0,97,38,0,36,2,2013,4,-1,10,19,4,203,12,12,Hawks,28,12.5,1,17,4,Eastern,32,8,82,42,22,16,11,20,2.5,10,10,8,9,11,0,0,8,0,107,38,0,40,1,2013,4,-2,8,23,12,203,11,9
20131204,Jazz,21,-0.5,2,11,2,Western,29,14,80,33,20,18,16,20,8.5,15,-9,6,-1,1,0,0,11,0,86,38,0,40,1,2013,5,2,8,11,4,186,14,4,Pacers,24,0.5,-1,12,4,Eastern,34,21,84,40,17,15,12,19,-8.5,2,9,-6,1,-1,0,0,7,0,95,54,0,41,1,2013,7,-1,7,16,3,186,8,16
20131204,Pacers,24,0.5,-1,12,4,Eastern,34,21,84,40,17,15,12,19,-8.5,2,9,-6,1,-1,0,0,7,0,95,54,0,41,1,2013,7,-1,7,16,3,186,8,16,Jazz,21,-0.5,2,11,2,Western,29,14,80,33,20,18,16,20,8.5,15,-9,6,-1,1,0,0,11,0,86,38,0,40,1,2013,5,2,8,11,4,186,14,4
20131204,Pelicans,21,-5,3,8,2,Western,40,11,94,38,17,15,14,18,-2,8,-3,-3,2,1,0,0,18,0,97,48,0,58,1,2013,5,3,9,22,7,207,16,9,Mavericks,25,5,-3,6,8,Western,30,3,86,37,16,22,15,20,2,8,3,3,-2,-1,0,0,8,0,100,38,0,38,0,2013,8,1,8,24,11,207,7,11
20131204,Mavericks,25,5,-3,6,8,Western,30,3,86,37,16,22,15,20,2,8,3,3,-2,-1,0,0,8,0,100,38,0,38,0,2013,8,1,8,24,11,207,7,11,Pelicans,21,-5,3,8,2,Western,40,11,94,38,17,15,14,18,-2,8,-3,-3,2,1,0,0,18,0,97,48,0,58,1,2013,5,3,9,22,7,207,16,9
20131204,Rockets,13,-19,-1,2,1,Western,33,14,88,31,20,19,17,20,-10,6,-9,-5,-12,-11,0,0,21,0,88,40,0,54,1,2013,8,-1,5,31,9,211.5,22,13,Suns,17,19,-2,14,6,Western,32,26,79,36,23,19,14,19,10,9,9,5,12,11,0,0,8,0,97,42,0,40,0,2013,13,-2,8,24,11,211.5,18,9
20131204,Suns,17,19,-2,14,6,Western,32,26,79,36,23,19,14,19,10,9,9,5,12,11,0,0,8,0,97,42,0,40,0,2013,13,-2,8,24,11,211.5,18,9,Rockets,13,-19,-1,2,1,Western,33,14,88,31,20,19,17,20,-10,6,-9,-5,-12,-11,0,0,21,0,88,40,0,54,1,2013,8,-1,5,31,9,211.5,22,13
20131204,Trailblazers,22,4.5,2,7,7,Western,31,4,98,44,16,17,15,19,-2.5,3,7,-2,3,-11,0,0,16,0,111,38,0,47,1,2013,7,2,11,23,8,205,11,15,Thunder,11,-4.5,-1,12,7,Western,30,26,89,39,23,24,21,17,2.5,3,-7,2,-3,11,0,0,13,0,104,50,0,43,0,2013,7,8,8,11,5,205,13,13
20131204,Thunder,11,-4.5,-1,12,7,Western,30,26,89,39,23,24,21,17,2.5,3,-7,2,-3,11,0,0,13,0,104,50,0,43,0,2013,7,8,8,11,5,205,13,13,Trailblazers,22,4.5,2,7,7,Western,31,4,98,44,16,17,15,19,-2.5,3,7,-2,3,-11,0,0,16,0,111,38,0,47,1,2013,7,2,11,23,8,205,11,15
20131205,Bulls,24,24.5,-2,25,2,Eastern,36,2,74,37,20,32,23,17,4.5,9,20,9,22,14,1,0,13,0,107,44,0,49,2,2013,3,-2,15,19,10,188,15,7,Heat,16,-24.5,-2,4,5,Eastern,21,13,77,32,25,24,17,19,-4.5,4,-20,-9,-22,-14,0,1,6,0,87,34,0,27,1,2013,9,-1,7,22,6,188,9,14
20131205,Heat,16,-24.5,-2,4,5,Eastern,21,13,77,32,25,24,17,19,-4.5,4,-20,-9,-22,-14,0,1,6,0,87,34,0,27,1,2013,9,-1,7,22,6,188,9,14,Bulls,24,24.5,-2,25,2,Eastern,36,2,74,37,20,32,23,17,4.5,9,20,9,22,14,1,0,13,0,107,44,0,49,2,2013,3,-2,15,19,10,188,15,7
20131205,Grizzlies,16,-20,1,8,1,Western,27,8,77,29,19,26,20,18,0,8,-20,2,-11,2,0,1,11,0,81,40,0,38,1,2013,8,1,12,13,3,193,16,9,Clippers,22,20,-2,24,5,Western,30,14,80,38,24,18,14,20,0,7,20,-2,11,-2,1,0,10,0,101,30,0,40,0,2013,6,-2,10,20,11,193,15,12
20131205,Clippers,22,20,-2,24,5,Western,30,14,80,38,24,18,14,20,0,7,20,-2,11,-2,1,0,10,0,101,30,0,40,0,2013,6,-2,10,20,11,193,15,12,Grizzlies,16,-20,1,8,1,Western,27,8,77,29,19,26,20,18,0,8,-20,2,-11,2,0,1,11,0,81,40,0,38,1,2013,8,1,12,13,3,193,16,9
20131205,Nets,11,-29,-1,0,3,Eastern,20,3,73,29,25,31,21,19,1,13,-30,-6,-25,-7,0,0,15,0,83,38,0,35,1,2013,3,-1,15,16,4,189.5,16,5,Knicks,24,29,-1,34,7,Eastern,23,10,77,44,29,11,9,17,-1,13,30,6,25,7,0,0,7,0,113,30,0,30,3,2013,11,-9,9,27,16,189.5,12,3
20131205,Knicks,24,29,-1,34,7,Eastern,23,10,77,44,29,11,9,17,-1,13,30,6,25,7,0,0,7,0,113,30,0,30,3,2013,11,-9,9,27,16,189.5,12,3,Nets,11,-29,-1,0,3,Eastern,20,3,73,29,25,31,21,19,1,13,-30,-6,-25,-7,0,0,15,0,83,38,0,35,1,2013,3,-1,15,16,4,189.5,16,5
20131206,Hornets,29,10.5,3,18,7,Eastern,36,22,91,42,15,25,17,20,-6.5,11,17,3,12,11,0,0,12,0,105,58,0,48,2,2013,9,-2,7,21,4,196.5,9,8,Seventysixers,21,-10.5,-4,8,4,Eastern,39,10,92,37,20,13,8,20,6.5,12,-17,-3,-12,-11,0,0,11,0,88,54,0,50,2,2013,4,1,12,27,6,196.5,15,7
20131206,Seventysixers,21,-10.5,-4,8,4,Eastern,39,10,92,37,20,13,8,20,6.5,12,-17,-3,-12,-11,0,0,11,0,88,54,0,50,2,2013,4,1,12,27,6,196.5,15,7,Hornets,29,10.5,3,18,7,Eastern,36,22,91,42,15,25,17,20,-6.5,11,17,3,12,11,0,0,12,0,105,58,0,48,2,2013,9,-2,7,21,4,196.5,9,8
20131206,Celtics,25,12,1,27,6,Eastern,27,7,83,43,18,18,14,21,4,12,8,24,10,20,0,0,10,0,106,44,0,37,2,2013,5,1,6,20,6,201,9,8,Nuggets,11,-12,-1,0,4,Western,27,16,77,34,19,29,24,19,-4,7,-8,-24,-10,-20,0,0,15,0,98,42,0,42,1,2013,4,-1,7,17,6,201,14,11
20131206,Nuggets,11,-12,-1,0,4,Western,27,16,77,34,19,29,24,19,-4,7,-8,-24,-10,-20,0,0,15,0,98,42,0,42,1,2013,4,-1,7,17,6,201,14,11,Celtics,25,12,1,27,6,Eastern,27,7,83,43,18,18,14,21,4,12,8,24,10,20,0,0,10,0,106,44,0,37,2,2013,5,1,6,20,6,201,9,8
20131206,Hawks,31,12.5,2,29,3,Eastern,36,14,91,47,18,11,6,21,-6.5,10,19,17,18,20,0,0,14,0,108,50,0,50,1,2013,6,1,7,23,8,195.5,12,10,Cavaliers,19,-12.5,2,2,2,Eastern,31,4,94,38,11,17,8,19,6.5,12,-19,-17,-18,-20,0,0,16,0,89,42,0,47,1,2013,4,2,10,20,5,195.5,11,6
20131206,Cavaliers,19,-12.5,2,2,2,Eastern,31,4,94,38,11,17,8,19,6.5,12,-19,-17,-18,-20,0,0,16,0,89,42,0,47,1,2013,4,2,10,20,5,195.5,11,6,Hawks,31,12.5,2,29,3,Eastern,36,14,91,47,18,11,6,21,-6.5,10,19,17,18,20,0,0,14,0,108,50,0,50,1,2013,6,1,7,23,8,195.5,12,10
20131206,Kings,25,-9.5,2,10,4,Western,33,20,86,37,19,22,16,17,-3.5,12,-6,2,6,3,1,0,18,0,100,48,0,51,2,2013,10,-5,8,22,10,203,15,4,Lakers,24,9.5,-1,9,7,Western,26,10,86,41,20,18,12,19,3.5,9,6,-2,-6,-3,0,1,10,0,106,36,0,36,4,2013,10,-1,11,32,12,203,12,9
20131206,Lakers,24,9.5,-1,9,7,Western,26,10,86,41,20,18,12,19,3.5,9,6,-2,-6,-3,0,1,10,0,106,36,0,36,4,2013,10,-1,11,32,12,203,12,9,Kings,25,-9.5,2,10,4,Western,33,20,86,37,19,22,16,17,-3.5,12,-6,2,6,3,1,0,18,0,100,48,0,51,2,2013,10,-5,8,22,10,203,15,4
20131206,Knicks,25,32,1,41,5,Eastern,35,15,83,44,20,19,16,18,-6,13,38,-3,20,5,0,0,10,0,121,36,0,45,0,2013,8,1,9,34,17,195.5,10,4,Magic,19,-32,1,10,3,Eastern,27,3,70,30,19,20,13,19,6,12,-38,3,-20,-5,0,0,4,0,83,22,0,31,2,2013,5,-3,4,25,10,195.5,12,6
20131206,Magic,19,-32,1,10,3,Eastern,27,3,70,30,19,20,13,19,6,12,-38,3,-20,-5,0,0,4,0,83,22,0,31,2,2013,5,-3,4,25,10,195.5,12,6,Knicks,25,32,1,41,5,Eastern,35,15,83,44,20,19,16,18,-6,13,38,-3,20,5,0,0,10,0,121,36,0,45,0,2013,8,1,9,34,17,195.5,10,4
20131206,Pelicans,19,-8.5,-1,11,3,Western,30,10,88,33,21,34,26,19,5.5,9,-14,2,-12,-6,0,0,19,0,95,38,0,49,1,2013,9,-1,7,16,3,206,16,9,Thunder,20,8.5,-2,20,11,Western,34,17,77,39,22,30,24,18,-5.5,4,14,-2,12,6,0,0,7,0,109,48,0,41,1,2013,9,-1,10,21,7,206,14,13
20131206,Thunder,20,8.5,-2,20,11,Western,34,17,77,39,22,30,24,18,-5.5,4,14,-2,12,6,0,0,7,0,109,48,0,41,1,2013,9,-1,10,21,7,206,14,13,Pelicans,19,-8.5,-1,11,3,Western,30,10,88,33,21,34,26,19,5.5,9,-14,2,-12,-6,0,0,19,0,95,38,0,49,1,2013,9,-1,7,16,3,206,16,9
20131206,Rockets,15,16.5,-2,28,9,Western,38,22,83,37,21,39,25,21,-5.5,7,22,19,21,24,0,0,14,0,105,54,0,52,1,2013,14,-2,10,28,6,213.5,15,13,Warriors,10,-16.5,1,2,3,Western,33,13,76,27,27,34,27,20,5.5,8,-22,-19,-21,-24,0,0,10,0,83,36,0,43,2,2013,9,2,11,16,2,213.5,22,11
20131206,Warriors,10,-16.5,1,2,3,Western,33,13,76,27,27,34,27,20,5.5,8,-22,-19,-21,-24,0,0,10,0,83,36,0,43,2,2013,9,2,11,16,2,213.5,22,11,Rockets,15,16.5,-2,28,9,Western,38,22,83,37,21,39,25,21,-5.5,7,22,19,21,24,0,0,14,0,105,54,0,52,1,2013,14,-2,10,28,6,213.5,15,13
20131206,Suns,16,5.5,1,15,4,Western,35,19,82,37,27,32,23,20,-3.5,9,9,0,7,2,0,0,18,0,106,40,0,53,1,2013,4,1,10,23,9,200.5,16,10,Raptors,15,-5.5,-4,7,5,Eastern,25,10,87,35,26,25,22,18,3.5,11,-9,0,-7,-2,0,0,11,0,97,48,0,36,2,2013,7,-4,10,19,5,200.5,8,6
20131206,Raptors,15,-5.5,-4,7,5,Eastern,25,10,87,35,26,25,22,18,3.5,11,-9,0,-7,-2,0,0,11,0,97,48,0,36,2,2013,7,-4,10,19,5,200.5,8,6,Suns,16,5.5,1,15,4,Western,35,19,82,37,27,32,23,20,-3.5,9,9,0,7,2,0,0,18,0,106,40,0,53,1,2013,4,1,10,23,9,200.5,16,10
20131206,Trailblazers,26,20.5,3,42,5,Western,33,14,83,46,17,24,21,20,-11.5,3,32,17,38,11,0,0,17,0,130,50,0,50,1,2013,9,3,2,23,17,201,21,16,Jazz,17,-20.5,-1,3,3,Western,21,17,93,39,22,19,16,21,11.5,16,-32,-17,-38,-11,0,0,18,0,98,50,0,39,1,2013,17,-1,6,11,4,201,16,4
20131206,Jazz,17,-20.5,-1,3,3,Western,21,17,93,39,22,19,16,21,11.5,16,-32,-17,-38,-11,0,0,18,0,98,50,0,39,1,2013,17,-1,6,11,4,201,16,4,Trailblazers,26,20.5,3,42,5,Western,33,14,83,46,17,24,21,20,-11.5,3,32,17,38,11,0,0,17,0,130,50,0,50,1,2013,9,3,2,23,17,201,21,16
20131206,Wizards,22,-13.5,2,5,10,Eastern,33,19,83,33,26,41,31,19,-9.5,9,-4,-4,-4,-13,0,1,13,0,105,34,0,46,3,2013,12,2,9,27,8,192,14,9,Bucks,24,13.5,-2,15,3,Eastern,36,11,92,42,25,26,19,19,9.5,15,4,4,4,13,1,0,12,0,109,52,0,48,1,2013,6,-2,14,20,6,192,15,3
20131206,Bucks,24,13.5,-2,15,3,Eastern,36,11,92,42,25,26,19,19,9.5,15,4,4,4,13,1,0,12,0,109,52,0,48,1,2013,6,-2,14,20,6,192,15,3,Wizards,22,-13.5,2,5,10,Eastern,33,19,83,33,26,41,31,19,-9.5,9,-4,-4,-4,-13,0,1,13,0,105,34,0,46,3,2013,12,2,9,27,8,192,14,9
20131207,Bucks,20,-5.5,1,5,3,Eastern,28,8,73,30,19,22,15,20,2.5,15,-8,-2,-6,1,0,0,8,0,82,30,0,36,0,2013,3,1,11,20,7,190,11,4,Nets,16,5.5,-2,12,6,Eastern,30,4,74,34,21,23,17,20,-2.5,14,8,2,6,-1,0,0,11,0,90,44,0,41,1,2013,6,-2,8,18,5,190,8,5
20131207,Nets,16,5.5,-2,12,6,Eastern,30,4,74,34,21,23,17,20,-2.5,14,8,2,6,-1,0,0,11,0,90,44,0,41,1,2013,6,-2,8,18,5,190,8,5,Bucks,20,-5.5,1,5,3,Eastern,28,8,73,30,19,22,15,20,2.5,15,-8,-2,-6,1,0,0,8,0,82,30,0,36,0,2013,3,1,11,20,7,190,11,4
20131207,Bulls,17,-20,1,7,7,Eastern,33,14,90,30,11,15,12,18,-3,9,-17,-1,-15,0,0,1,11,0,75,32,0,44,1,2013,8,1,11,18,3,189.5,13,8,Pistons,15,20,3,19,9,Eastern,38,19,80,34,20,15,12,20,3,10,17,1,15,0,1,0,13,0,92,36,0,51,2,2013,8,3,6,19,12,189.5,18,9
20131207,Pistons,15,20,3,19,9,Eastern,38,19,80,34,20,15,12,20,3,10,17,1,15,0,1,0,13,0,92,36,0,51,2,2013,8,3,6,19,12,189.5,18,9,Bulls,17,-20,1,7,7,Eastern,33,14,90,30,11,15,12,18,-3,9,-17,-1,-15,0,0,1,11,0,75,32,0,44,1,2013,8,1,11,18,3,189.5,13,8
20131207,Cavaliers,18,12,-1,11,3,Eastern,44,7,83,31,21,30,22,20,6,13,6,6,1,1,0,0,16,0,88,42,0,60,0,2013,5,-1,8,14,4,197.5,15,6,Clippers,24,-12,1,2,7,Western,35,20,87,28,21,26,19,21,-6,7,-6,-6,-1,-1,0,0,10,0,82,32,0,45,1,2013,9,1,13,35,7,197.5,13,13
20131207,Clippers,24,-12,1,2,7,Western,35,20,87,28,21,26,19,21,-6,7,-6,-6,-1,-1,0,0,10,0,82,32,0,45,1,2013,9,1,13,35,7,197.5,13,13,Cavaliers,18,12,-1,11,3,Eastern,44,7,83,31,21,30,22,20,6,13,6,6,1,1,0,0,16,0,88,42,0,60,0,2013,5,-1,8,14,4,197.5,15,6
20131207,Grizzlies,13,-25,-1,0,6,Western,23,9,85,31,10,22,18,19,1,9,-26,-10,-17,-6,0,2,17,0,82,42,0,40,1,2013,8,-1,10,10,2,192,8,9,Warriors,24,25,-1,26,5,Western,32,14,88,44,20,14,12,21,-1,9,26,10,17,6,2,0,15,0,108,50,0,47,0,2013,6,-1,7,18,8,192,10,11
20131207,Warriors,24,25,-1,26,5,Western,32,14,88,44,20,14,12,21,-1,9,26,10,17,6,2,0,15,0,108,50,0,47,0,2013,6,-1,7,18,8,192,10,11,Grizzlies,13,-25,-1,0,6,Western,23,9,85,31,10,22,18,19,1,9,-26,-10,-17,-6,0,2,17,0,82,42,0,40,1,2013,8,-1,10,10,2,192,8,9
20131207,Jazz,20,-13,-2,10,9,Western,38,18,89,36,32,30,22,22,-3,17,-10,1,-4,3,0,0,12,0,102,40,0,50,0,2013,5,-2,12,19,8,193.5,16,4,Kings,26,13,-1,10,7,Western,36,11,94,39,26,38,31,18,3,13,10,-1,4,-3,0,0,13,0,112,58,0,49,0,2013,11,-6,12,15,3,193.5,10,4
20131207,Kings,26,13,-1,10,7,Western,36,11,94,39,26,38,31,18,3,13,10,-1,4,-3,0,0,13,0,112,58,0,49,0,2013,11,-6,12,15,3,193.5,10,4,Jazz,20,-13,-2,10,9,Western,38,18,89,36,32,30,22,22,-3,17,-10,1,-4,3,0,0,12,0,102,40,0,50,0,2013,5,-2,12,19,8,193.5,16,4
20131207,Seventysixers,19,-4,-5,10,4,Eastern,27,15,88,40,24,14,9,21,7,13,-11,2,0,4,0,0,11,0,92,64,0,38,0,2013,4,-1,8,16,3,210,13,7,Nuggets,21,4,-2,13,4,Western,32,5,83,35,17,34,26,20,-7,8,11,-2,0,-4,0,0,20,0,103,42,0,52,0,2013,8,-2,11,22,7,210,11,11
20131207,Nuggets,21,4,-2,13,4,Western,32,5,83,35,17,34,26,20,-7,8,11,-2,0,-4,0,0,20,0,103,42,0,52,0,2013,8,-2,11,22,7,210,11,11,Seventysixers,19,-4,-5,10,4,Eastern,27,15,88,40,24,14,9,21,7,13,-11,2,0,4,0,0,11,0,92,64,0,38,0,2013,4,-1,8,16,3,210,13,7
20131207,Spurs,24,-14.5,-2,13,1,Western,24,7,91,41,21,6,5,19,-3.5,3,-11,8,-22,-4,0,0,10,0,100,34,0,34,4,2013,6,1,7,26,13,190.5,11,15,Pacers,22,14.5,1,26,3,Eastern,33,7,71,38,16,28,26,20,3.5,2,11,-8,22,4,0,0,8,0,111,26,0,41,2,2013,8,1,4,19,9,190.5,14,17
